City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,sao joao de pirabas,-0.7747,-47.1772,26.6,78,100,4.08,BR,1667264342
315,jaszszentandras,47.5833,20.1833,10.58,70,13,1.64,HU,1667264342
316,kisangani,0.5167,25.2,20.88,100,100,0.94,CD,1667264343
317,santiago,-33.4569,-70.6483,23.53,31,0,2.57,CL,1667263628
318,lixourion,38.2019,20.4314,19.78,58,0,1.05,GR,1667264343
319,el tigre,8.8875,-64.2454,24.08,86,98,4.64,VE,1667264343
320,port lincoln,-34.7333,135.8667,13.01,58,61,12.45,AU,1667264344
321,yar-sale,66.8333,70.8333,-5.39,96,82,4.8,RU,1667264344
322,oistins,13.0667,-59.5333,28.05,83,40,6.69,BB,1667264344
323,salisbury,51.0693,-1.7957,12.58,91,100,11.83,GB,1667264345
324,alyangula,-13.8483,136.4192,31.16,62,100,4.27,AU,1667264345
325,iskateley,67.6803,53.1512,0.92,91,100,7.84,RU,1667264345
326,turka,49.1541,23.0297,8.45,87,18,2.27,UA,1667264346
327,vila do maio,15.1333,-23.2167,26.44,73,100,5.8,CV,1667264346
328,fujin,47.26,132.0322,4.6,49,0,8.59,CN,1667264346
329,palasa,18.7667,84.4167,22.64,76,100,2.17,IN,1667264347
330,amasya,40.6667,35.8333,6.82,78,2,1.57,TR,1667264347
331,the valley,18.217,-63.0578,28.79,79,84,5.96,AI,1667264347
332,talnakh,69.4865,88.3972,-4.33,92,100,6.21,RU,1667264348
333,lardos,36.0942,28.0157,18.9,69,0,3.2,GR,1667264348
334,yerbogachen,61.2767,108.0108,-7.0,94,100,2.55,RU,1667264348
335,port hardy,50.6996,-127.4199,6.1,75,75,5.14,CA,1667264349
336,lloydminster,53.2835,-110.0016,3.12,41,20,0.0,CA,1667264349
337,tres lagoas,-20.7511,-51.6783,21.35,80,100,7.21,BR,1667264197
338,ribeira grande,38.5167,-28.7,14.87,76,100,0.89,PT,1667264349
339,bainbridge,47.6262,-122.5212,11.27,88,100,1.79,US,1667264350
340,whitianga,-36.8333,175.7,20.18,68,23,2.65,NZ,1667264183
341,vilyuysk,63.7553,121.6247,-16.63,97,84,1.66,RU,1667264350
342,bengkulu,-3.8004,102.2655,26.47,74,52,0.73,ID,1667264350
343,merauke,-8.4667,140.3333,30.38,68,25,1.8,ID,1667264351
344,vao,-22.6667,167.4833,23.6,72,1,4.56,NC,1667264351
345,lamu,-2.2717,40.902,25.12,85,4,3.76,KE,1667264062
346,mormugao,15.4,73.8,22.59,78,20,2.57,IN,1667264352
347,port blair,11.6667,92.75,24.02,94,40,1.03,IN,1667264352
348,zainsk,55.3195,52.0694,0.55,91,96,1.44,RU,1667264353
349,buraydah,26.326,43.975,19.25,18,100,4.73,SA,1667264209
350,portland,45.5234,-122.6762,12.57,96,100,0.89,US,1667264053
351,padang,-0.9492,100.3543,25.03,94,100,1.76,ID,1667264300
352,ulety,51.3572,112.4849,-8.22,70,11,2.55,RU,1667264353
353,ugoofaaru,5.6667,73.0,27.18,69,61,5.43,MV,1667264354
354,bud,39.447,-86.1758,15.48,91,90,2.94,US,1667264354
355,miraflores,19.2167,-98.8083,19.37,90,88,1.76,MX,1667264354
356,linao,7.1678,124.9675,28.51,75,93,1.33,PH,1667264355
357,surab,28.4914,66.2585,14.94,31,0,1.16,PK,1667264355
358,mamlyutka,54.9375,68.5394,2.63,94,100,6.24,KZ,1667264355
359,yingcheng,30.95,113.55,18.21,48,0,4.44,CN,1667264356
360,tezu,27.9167,96.1667,19.56,58,0,1.39,IN,1667264356
361,mudgal,16.0167,76.4333,18.77,76,11,2.64,IN,1667264356
362,warrnambool,-38.3833,142.4833,7.01,86,100,3.71,AU,1667264338
